               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.013772,           0.0061426,           0.0014409,             0.98764,             0.97415,               0.988,             0.90026,            0.008102,           0.0028764,           0.0011525,           0.0026245,           0.0026245,           0.0026245
                 151,            0.015264,           0.0062235,           0.0016042,             0.98606,             0.98128,             0.98801,             0.90511,           0.0077943,            0.002865,           0.0010132,            0.002575,            0.002575,            0.002575
                 152,            0.015139,           0.0065702,           0.0010594,             0.98576,             0.97684,             0.98775,              0.9005,           0.0079858,           0.0029047,          0.00096699,           0.0025255,           0.0025255,           0.0025255
                 153,            0.015551,           0.0063256,           0.0018765,             0.98683,             0.98258,             0.98749,             0.90542,           0.0079493,           0.0029446,           0.0010261,            0.002476,            0.002476,            0.002476
                 154,             0.01461,           0.0060311,          0.00094837,             0.98975,             0.97509,             0.98701,             0.90375,           0.0081043,            0.002926,            0.001205,           0.0024265,           0.0024265,           0.0024265
                 155,            0.014718,           0.0059913,           0.0017798,              0.9864,             0.97549,             0.98739,             0.90521,           0.0076265,           0.0028934,           0.0012628,            0.002377,            0.002377,            0.002377
                 156,            0.016607,            0.006284,           0.0013538,              0.9754,             0.98267,             0.98669,             0.90832,           0.0075378,           0.0028876,           0.0014989,           0.0023275,           0.0023275,           0.0023275
                 157,            0.013461,            0.005954,           0.0012788,             0.97611,             0.98464,             0.98721,             0.90549,            0.007619,            0.002908,           0.0014793,            0.002278,            0.002278,            0.002278
                 158,            0.015245,           0.0061107,           0.0013076,              0.9832,             0.97722,             0.98876,             0.91362,            0.007852,           0.0028607,           0.0011845,           0.0022285,           0.0022285,           0.0022285
                 159,            0.014069,           0.0060025,           0.0013129,              0.9844,             0.98326,              0.9899,             0.91406,           0.0075493,           0.0028075,          0.00090848,            0.002179,            0.002179,            0.002179
                 160,            0.012904,            0.006164,          0.00099787,             0.98054,             0.98726,             0.98947,             0.91027,           0.0075831,           0.0028888,          0.00075463,           0.0021295,           0.0021295,           0.0021295
                 161,            0.013836,           0.0062885,           0.0013877,             0.98422,             0.98109,             0.98898,             0.91183,             0.00757,           0.0028803,          0.00064032,             0.00208,             0.00208,             0.00208
                 162,            0.015507,           0.0060528,           0.0014506,              0.9774,             0.98599,             0.98835,             0.90745,           0.0076605,           0.0029395,          0.00061962,           0.0020305,           0.0020305,           0.0020305
                 163,            0.012914,           0.0060382,           0.0015966,             0.97738,             0.98528,             0.98851,             0.90379,           0.0077055,           0.0029542,          0.00069261,            0.001981,            0.001981,            0.001981
                 164,            0.013544,           0.0061202,           0.0019202,             0.96856,             0.98819,             0.98838,             0.90571,           0.0076244,           0.0028536,          0.00081571,           0.0019315,           0.0019315,           0.0019315
                 165,            0.013486,           0.0059178,           0.0010646,             0.97939,             0.98173,             0.98897,              0.9036,           0.0076126,           0.0028772,          0.00091469,            0.001882,            0.001882,            0.001882
                 166,            0.013099,           0.0059463,           0.0010042,             0.97424,              0.9795,             0.98896,             0.90589,           0.0075199,           0.0029259,           0.0010333,           0.0018325,           0.0018325,           0.0018325
                 167,            0.012947,           0.0059247,           0.0013975,             0.97935,             0.97538,             0.98907,             0.90994,           0.0074386,           0.0028727,           0.0010181,            0.001783,            0.001783,            0.001783
                 168,            0.013153,           0.0060651,           0.0011503,             0.97506,             0.97648,              0.9883,             0.90882,           0.0075592,            0.002935,           0.0010055,           0.0017335,           0.0017335,           0.0017335
                 169,            0.012124,           0.0058848,          0.00066112,             0.98183,             0.97138,             0.98818,             0.90653,           0.0075694,           0.0028792,          0.00098427,            0.001684,            0.001684,            0.001684
                 170,            0.013964,           0.0060306,           0.0016454,             0.97621,             0.98372,             0.98799,             0.90598,           0.0074314,           0.0028758,          0.00091832,           0.0016345,           0.0016345,           0.0016345
                 171,            0.012986,           0.0060078,           0.0015557,              0.9772,             0.98348,             0.98839,             0.90713,           0.0075041,           0.0028469,          0.00087758,            0.001585,            0.001585,            0.001585
                 172,            0.012885,            0.006237,           0.0018571,             0.97581,             0.98419,             0.98887,             0.91063,           0.0073833,           0.0028545,          0.00079373,           0.0015355,           0.0015355,           0.0015355
                 173,            0.011843,           0.0054255,          0.00087556,             0.97903,             0.98126,              0.9892,             0.91044,           0.0073495,           0.0029079,          0.00072364,            0.001486,            0.001486,            0.001486
                 174,            0.013725,            0.005944,           0.0012985,             0.97143,             0.98483,             0.98943,             0.91298,           0.0073676,           0.0029214,          0.00067566,           0.0014365,           0.0014365,           0.0014365
                 175,            0.012829,           0.0057068,           0.0019008,             0.97313,             0.98018,             0.98913,             0.91137,           0.0074228,           0.0030434,           0.0007004,            0.001387,            0.001387,            0.001387
                 176,            0.013514,           0.0059974,           0.0017749,             0.97633,             0.98086,             0.98889,             0.91252,           0.0072606,           0.0029817,          0.00071738,           0.0013375,           0.0013375,           0.0013375
                 177,            0.012649,           0.0060811,           0.0017063,             0.97979,             0.97885,             0.98869,             0.91008,           0.0074648,           0.0030464,          0.00074011,            0.001288,            0.001288,            0.001288
                 178,             0.01278,           0.0056592,           0.0019621,             0.97956,             0.97866,             0.98845,             0.91211,           0.0072934,           0.0029861,          0.00083773,           0.0012385,           0.0012385,           0.0012385
                 179,            0.012118,           0.0055791,            0.001119,             0.97423,             0.98637,             0.98918,             0.91393,           0.0072574,           0.0029236,          0.00091354,            0.001189,            0.001189,            0.001189
                 180,            0.012598,           0.0056935,          0.00090697,             0.97539,             0.98592,             0.98926,             0.91353,           0.0073011,           0.0028862,          0.00097054,           0.0011395,           0.0011395,           0.0011395
                 181,             0.01223,           0.0056953,          0.00071614,             0.97345,             0.98623,             0.98886,             0.91293,           0.0073663,            0.002875,           0.0010549,             0.00109,             0.00109,             0.00109
                 182,            0.011911,           0.0059896,          0.00078843,             0.97338,             0.98371,             0.98844,              0.9114,           0.0074044,           0.0028833,            0.001082,           0.0010405,           0.0010405,           0.0010405
                 183,            0.013417,           0.0059956,           0.0024462,              0.9755,             0.98115,              0.9886,             0.91189,           0.0073096,            0.002878,           0.0011067,            0.000991,            0.000991,            0.000991
                 184,            0.013831,           0.0058909,          0.00080716,             0.98232,             0.97265,             0.98751,             0.91191,           0.0073505,           0.0029289,           0.0011373,           0.0009415,           0.0009415,           0.0009415
                 185,            0.011633,           0.0057053,          0.00094772,              0.9845,             0.97151,             0.98752,             0.91341,           0.0073421,           0.0028874,           0.0010709,            0.000892,            0.000892,            0.000892
                 186,            0.010928,            0.005774,           0.0012302,             0.98301,             0.97571,             0.98817,             0.91359,            0.007324,           0.0028463,           0.0010295,           0.0008425,           0.0008425,           0.0008425
                 187,            0.011409,           0.0060294,          0.00069533,             0.97671,             0.98217,             0.98811,             0.91204,           0.0073824,           0.0028475,           0.0010185,            0.000793,            0.000793,            0.000793
                 188,             0.01342,           0.0056334,          0.00083041,             0.98311,             0.97555,             0.98777,              0.9109,           0.0073509,           0.0028437,            0.001109,           0.0007435,           0.0007435,           0.0007435
                 189,            0.010781,           0.0057052,           0.0015225,             0.98304,              0.9748,             0.98781,              0.9118,           0.0072147,           0.0028452,           0.0011331,            0.000694,            0.000694,            0.000694
                 190,            0.012102,           0.0057208,           0.0018313,             0.98411,             0.97694,             0.98719,             0.91318,           0.0071868,           0.0028601,            0.001229,           0.0006445,           0.0006445,           0.0006445
                 191,            0.011412,             0.00592,          0.00080057,             0.98413,             0.97728,             0.98713,             0.91359,           0.0071474,           0.0028491,           0.0012565,            0.000595,            0.000595,            0.000595
                 192,            0.011838,           0.0053852,           0.0010693,             0.98452,             0.97347,             0.98601,             0.91359,            0.007196,           0.0029151,           0.0014353,           0.0005455,           0.0005455,           0.0005455
                 193,            0.011065,           0.0056299,          0.00071778,             0.97321,              0.9866,               0.986,             0.91348,            0.007194,           0.0028957,           0.0013696,            0.000496,            0.000496,            0.000496
                 194,            0.012636,           0.0058009,          0.00088132,             0.98365,             0.97932,             0.98624,             0.91316,           0.0071984,           0.0028633,           0.0013215,           0.0004465,           0.0004465,           0.0004465
                 195,            0.012031,            0.005544,          0.00051105,             0.98209,             0.97689,             0.98666,             0.91376,           0.0072165,           0.0028681,           0.0012021,            0.000397,            0.000397,            0.000397
                 196,            0.012305,           0.0056711,           0.0012946,             0.98465,             0.97377,             0.98621,             0.91144,           0.0072252,           0.0028755,           0.0012217,           0.0003475,           0.0003475,           0.0003475
                 197,             0.01036,           0.0055811,          0.00054473,             0.98185,             0.97644,             0.98614,             0.91223,           0.0072743,           0.0028907,           0.0012229,            0.000298,            0.000298,            0.000298
                 198,            0.010895,           0.0055735,          0.00061359,             0.98373,             0.97545,              0.9864,             0.91408,           0.0072979,           0.0028875,           0.0012103,           0.0002485,           0.0002485,           0.0002485
                 199,            0.011393,            0.005467,          0.00077268,             0.97732,             0.98034,             0.98647,             0.91164,           0.0072718,           0.0028802,           0.0012203,            0.000199,            0.000199,            0.000199
