               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.022123,            0.009651,           0.0024283,              0.9396,             0.94893,             0.97707,             0.80802,            0.011621,           0.0041904,          0.00094987,           0.0023275,           0.0023275,           0.0023275
                 157,            0.018181,           0.0092865,           0.0015288,             0.92504,             0.95675,             0.97262,             0.80063,            0.012159,           0.0042188,          0.00095413,            0.002278,            0.002278,            0.002278
                 158,            0.020528,           0.0092394,           0.0022956,             0.93084,             0.95601,             0.97579,              0.8052,            0.011242,           0.0042127,           0.0010337,           0.0022285,           0.0022285,           0.0022285
                 159,            0.019413,           0.0093093,           0.0020072,             0.93322,             0.94019,             0.97036,             0.80058,            0.011819,           0.0041614,           0.0010855,            0.002179,            0.002179,            0.002179
                 160,            0.018467,           0.0094431,           0.0019045,             0.90916,             0.93453,             0.95962,             0.78856,            0.012194,           0.0044438,           0.0011957,           0.0021295,           0.0021295,           0.0021295
                 161,            0.018653,           0.0096679,           0.0020538,             0.90424,             0.91658,             0.95385,              0.7819,            0.012184,           0.0043964,           0.0013888,             0.00208,             0.00208,             0.00208
                 162,            0.020043,            0.009599,           0.0024388,             0.90929,             0.91435,             0.95989,             0.79474,            0.011768,           0.0042392,           0.0016495,           0.0020305,           0.0020305,           0.0020305
                 163,            0.018268,           0.0092567,           0.0019134,              0.9357,             0.90946,             0.96663,             0.80259,            0.011971,           0.0042357,            0.001502,            0.001981,            0.001981,            0.001981
                 164,            0.019509,           0.0094907,           0.0024008,             0.91185,             0.93651,             0.97119,             0.80529,            0.011306,           0.0043055,           0.0013739,           0.0019315,           0.0019315,           0.0019315
                 165,            0.019101,           0.0092915,           0.0018291,             0.91693,             0.93027,             0.97167,             0.79957,             0.01123,           0.0043254,           0.0014656,            0.001882,            0.001882,            0.001882
                 166,             0.01767,           0.0092756,             0.00238,             0.90465,             0.93805,             0.97133,             0.80386,            0.011045,           0.0042433,           0.0015202,           0.0018325,           0.0018325,           0.0018325
                 167,            0.018787,           0.0093392,            0.001474,             0.90571,             0.96031,             0.97454,             0.81045,            0.011136,           0.0042029,           0.0012608,            0.001783,            0.001783,            0.001783
                 168,            0.018217,           0.0092993,           0.0014621,             0.90798,             0.94299,             0.96383,             0.79144,            0.012137,           0.0043805,            0.001187,           0.0017335,           0.0017335,           0.0017335
                 169,            0.017392,           0.0091355,           0.0016976,             0.92821,             0.92887,             0.95742,             0.78695,             0.01276,           0.0042704,           0.0011856,            0.001684,            0.001684,            0.001684
                 170,            0.019518,           0.0094831,           0.0023335,             0.92092,             0.92662,             0.95725,             0.78456,            0.012647,           0.0043453,           0.0011353,           0.0016345,           0.0016345,           0.0016345
                 171,            0.018278,           0.0092046,            0.002062,             0.92127,             0.94818,             0.96158,             0.79739,            0.012603,           0.0042181,           0.0011391,            0.001585,            0.001585,            0.001585
                 172,            0.018381,            0.009579,           0.0028591,             0.93102,             0.94878,             0.96618,               0.803,            0.012004,           0.0042656,           0.0011199,           0.0015355,           0.0015355,           0.0015355
                 173,            0.017497,           0.0090382,           0.0013754,             0.93656,              0.9347,             0.96843,             0.80202,            0.011763,           0.0043055,            0.001147,            0.001486,            0.001486,            0.001486
                 174,            0.019335,           0.0093716,           0.0021807,             0.93283,             0.93982,              0.9696,             0.80311,            0.011215,           0.0043088,           0.0011612,           0.0014365,           0.0014365,           0.0014365
                 175,            0.018495,            0.009052,           0.0025974,             0.91279,             0.95537,             0.96938,              0.8087,            0.010908,           0.0042916,           0.0012158,            0.001387,            0.001387,            0.001387
                 176,            0.018119,           0.0094694,           0.0023805,             0.91724,             0.96179,             0.97243,             0.81947,            0.010812,           0.0041436,           0.0010863,           0.0013375,           0.0013375,           0.0013375
                 177,            0.018073,           0.0094034,           0.0029406,              0.9201,             0.95955,             0.97433,              0.8164,            0.010922,           0.0041409,          0.00098953,            0.001288,            0.001288,            0.001288
                 178,            0.017677,           0.0092492,            0.002088,             0.94157,             0.94786,             0.97696,             0.81967,            0.010575,             0.00405,           0.0010078,           0.0012385,           0.0012385,           0.0012385
                 179,            0.017521,           0.0089202,            0.001876,             0.93324,             0.96702,             0.97808,             0.82027,            0.010784,           0.0040419,          0.00099725,            0.001189,            0.001189,            0.001189
                 180,            0.017867,           0.0089049,            0.001603,             0.92987,             0.96099,             0.97714,              0.8172,            0.010508,           0.0040839,           0.0010039,           0.0011395,           0.0011395,           0.0011395
                 181,            0.016937,           0.0090941,           0.0016439,             0.93669,             0.96012,             0.97772,             0.81811,            0.010485,           0.0040641,          0.00096981,             0.00109,             0.00109,             0.00109
                 182,            0.017557,           0.0094421,           0.0015193,             0.93659,             0.95004,             0.97601,             0.81379,            0.010664,           0.0040873,          0.00093517,           0.0010405,           0.0010405,           0.0010405
                 183,            0.018478,           0.0096051,           0.0023098,             0.93431,             0.96619,             0.97466,             0.81957,            0.010647,           0.0040102,          0.00097173,            0.000991,            0.000991,            0.000991
                 184,             0.01954,           0.0091904,           0.0017523,              0.9205,             0.98039,             0.97347,              0.8182,            0.010569,           0.0040425,           0.0010313,           0.0009415,           0.0009415,           0.0009415
                 185,            0.017197,           0.0092462,            0.001851,             0.93152,             0.95578,             0.97064,             0.81753,            0.010778,           0.0041017,           0.0011663,            0.000892,            0.000892,            0.000892
                 186,            0.016095,           0.0089871,           0.0019474,             0.92096,              0.9555,              0.9675,             0.80847,            0.011031,           0.0042827,           0.0011273,           0.0008425,           0.0008425,           0.0008425
                 187,             0.01698,           0.0094613,           0.0011694,             0.93414,             0.94928,             0.96952,             0.80849,            0.010945,           0.0042551,           0.0010894,            0.000793,            0.000793,            0.000793
                 188,             0.01946,           0.0091028,           0.0012508,             0.93115,             0.95118,             0.97141,              0.8168,             0.01101,           0.0041341,           0.0012154,           0.0007435,           0.0007435,           0.0007435
                 189,             0.01601,           0.0089619,           0.0016216,             0.92085,             0.95606,             0.97087,             0.81294,            0.011043,           0.0041751,           0.0012411,            0.000694,            0.000694,            0.000694
                 190,            0.018517,           0.0090782,           0.0025259,             0.91997,             0.95116,             0.96841,             0.80898,            0.011062,           0.0042726,           0.0012462,           0.0006445,           0.0006445,           0.0006445
                 191,            0.016979,           0.0092388,           0.0019613,             0.92759,             0.94194,              0.9663,             0.81028,            0.011297,           0.0042325,           0.0012478,            0.000595,            0.000595,            0.000595
                 192,            0.017315,            0.008822,           0.0020622,             0.92302,             0.94593,             0.96579,             0.80779,            0.011404,           0.0042531,           0.0012435,           0.0005455,           0.0005455,           0.0005455
                 193,            0.016378,            0.009076,           0.0012047,             0.91902,             0.94756,             0.96726,             0.81056,            0.011186,           0.0041964,           0.0011644,            0.000496,            0.000496,            0.000496
                 194,            0.018431,           0.0094071,           0.0016424,             0.92691,             0.95859,              0.9695,             0.81143,            0.010877,           0.0041294,           0.0011224,           0.0004465,           0.0004465,           0.0004465
                 195,            0.017967,            0.009119,           0.0014793,             0.93475,             0.95582,             0.97058,             0.81158,            0.010873,           0.0041256,           0.0011013,            0.000397,            0.000397,            0.000397
                 196,             0.01879,           0.0090354,           0.0014023,               0.935,             0.95438,             0.97112,             0.81159,            0.010885,           0.0041181,           0.0010929,           0.0003475,           0.0003475,           0.0003475
                 197,            0.016328,           0.0089977,           0.0010745,             0.93574,             0.95725,             0.97141,             0.81241,            0.010861,            0.004121,           0.0010853,            0.000298,            0.000298,            0.000298
                 198,            0.016515,           0.0090268,           0.0013866,             0.93465,             0.96043,             0.97063,             0.81079,            0.010909,           0.0041178,           0.0011082,           0.0002485,           0.0002485,           0.0002485
                 199,            0.017383,           0.0088786,          0.00098683,             0.93368,             0.96211,             0.97009,             0.81075,            0.010892,           0.0041166,           0.0011284,            0.000199,            0.000199,            0.000199
