               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.022476,            0.011445,           0.0039217,             0.89841,             0.92579,             0.96907,             0.75667,            0.012801,           0.0049512,             0.00188,            0.002278,            0.002278,            0.002278
                 158,            0.022467,            0.011863,           0.0035376,             0.93226,             0.88809,              0.9687,             0.76388,            0.013138,           0.0050143,           0.0018984,           0.0022285,           0.0022285,           0.0022285
                 159,            0.023985,            0.011924,           0.0038707,             0.94375,             0.92378,             0.97571,             0.76273,            0.012906,           0.0049105,           0.0013292,            0.002179,            0.002179,            0.002179
                 160,            0.023122,            0.012002,            0.003909,             0.93305,             0.92442,             0.97446,             0.76212,            0.013076,           0.0049399,           0.0013943,           0.0021295,           0.0021295,           0.0021295
                 161,            0.022088,            0.011105,           0.0041531,             0.91986,             0.93069,             0.97233,             0.75876,            0.012799,           0.0049246,           0.0018421,             0.00208,             0.00208,             0.00208
                 162,            0.023274,            0.011459,           0.0037025,             0.91526,             0.92789,             0.96859,             0.75607,            0.013021,           0.0049434,           0.0019168,           0.0020305,           0.0020305,           0.0020305
                 163,             0.02365,            0.011733,            0.004019,             0.92399,             0.93218,             0.97255,             0.74547,             0.01336,           0.0050015,           0.0013525,            0.001981,            0.001981,            0.001981
                 164,            0.020877,            0.011421,           0.0027431,             0.89621,             0.93839,             0.96872,             0.75154,              0.0138,           0.0050267,           0.0012471,           0.0019315,           0.0019315,           0.0019315
                 165,            0.022693,            0.011336,           0.0054892,              0.9459,             0.88568,             0.96507,             0.75378,            0.013607,           0.0050774,           0.0013649,            0.001882,            0.001882,            0.001882
                 166,            0.022066,            0.011652,           0.0027701,             0.91249,             0.90185,             0.96351,             0.74904,            0.013193,            0.004977,           0.0019266,           0.0018325,           0.0018325,           0.0018325
                 167,            0.022779,            0.011528,            0.002742,             0.92588,             0.91526,             0.96771,             0.75946,             0.01278,            0.004948,           0.0020294,            0.001783,            0.001783,            0.001783
                 168,            0.021741,             0.01161,           0.0029531,             0.93023,              0.9383,             0.97001,             0.75148,            0.012745,           0.0050988,           0.0017629,           0.0017335,           0.0017335,           0.0017335
                 169,            0.022573,            0.011572,            0.004501,             0.92107,             0.94637,             0.97162,             0.76046,            0.012772,           0.0049593,           0.0016151,            0.001684,            0.001684,            0.001684
                 170,            0.021776,             0.01186,           0.0047067,             0.91358,             0.93853,              0.9687,             0.75953,            0.012979,           0.0049488,           0.0015948,           0.0016345,           0.0016345,           0.0016345
                 171,            0.021426,            0.011766,           0.0033103,             0.92169,             0.91277,             0.96936,             0.76455,            0.012447,           0.0049279,           0.0015332,            0.001585,            0.001585,            0.001585
                 172,            0.021499,            0.011216,           0.0033434,             0.92861,             0.93164,             0.97259,              0.7643,            0.012528,           0.0048643,           0.0015603,           0.0015355,           0.0015355,           0.0015355
                 173,            0.021315,            0.011405,           0.0026778,             0.94973,             0.90606,             0.97192,             0.76797,            0.013206,           0.0048258,           0.0015043,            0.001486,            0.001486,            0.001486
                 174,            0.021159,            0.011181,           0.0029855,             0.93901,             0.92952,             0.97245,             0.77083,            0.012227,           0.0048779,           0.0014891,           0.0014365,           0.0014365,           0.0014365
                 175,            0.022152,            0.011835,           0.0032469,             0.91585,             0.93431,             0.96636,             0.75904,            0.013023,            0.004944,           0.0016277,            0.001387,            0.001387,            0.001387
                 176,            0.022138,            0.011519,           0.0026014,             0.91594,             0.93522,             0.96395,             0.75623,            0.012935,           0.0049223,           0.0019089,           0.0013375,           0.0013375,           0.0013375
                 177,            0.022114,            0.011178,           0.0036894,             0.92154,             0.91603,             0.96503,             0.76223,            0.012795,           0.0048807,            0.001766,            0.001288,            0.001288,            0.001288
                 178,            0.022444,            0.011745,           0.0051664,             0.92918,               0.918,             0.96645,             0.76067,            0.013194,           0.0049785,           0.0015387,           0.0012385,           0.0012385,           0.0012385
                 179,            0.021038,            0.011971,           0.0031217,             0.92874,             0.92065,             0.96579,             0.76214,            0.013132,           0.0049668,           0.0014013,            0.001189,            0.001189,            0.001189
                 180,            0.020292,            0.011504,           0.0023116,              0.9031,             0.93663,             0.96863,             0.76418,            0.012601,           0.0049021,           0.0016909,           0.0011395,           0.0011395,           0.0011395
                 181,            0.020892,            0.011507,           0.0029341,             0.91422,             0.92997,             0.96715,             0.75838,            0.012898,           0.0049243,           0.0019397,             0.00109,             0.00109,             0.00109
                 182,            0.020561,             0.01153,           0.0037896,             0.92759,             0.90157,              0.9681,             0.75927,            0.012771,           0.0049471,           0.0016527,           0.0010405,           0.0010405,           0.0010405
                 183,            0.021023,             0.01134,           0.0029646,             0.90998,             0.92814,             0.97096,             0.76316,            0.012608,           0.0049666,           0.0014275,            0.000991,            0.000991,            0.000991
                 184,            0.020727,             0.01124,           0.0026639,             0.94099,             0.92532,             0.97364,              0.7639,            0.012792,           0.0049367,           0.0012238,           0.0009415,           0.0009415,           0.0009415
                 185,             0.02234,            0.011472,            0.002845,             0.92326,             0.94241,             0.97501,             0.76143,            0.012625,           0.0048753,           0.0012308,            0.000892,            0.000892,            0.000892
                 186,            0.021639,            0.011585,           0.0034943,             0.91338,              0.9407,             0.97417,             0.76789,            0.012531,           0.0048329,            0.001221,           0.0008425,           0.0008425,           0.0008425
                 187,            0.020149,            0.011556,           0.0026853,             0.92461,              0.9382,              0.9722,             0.76968,            0.012286,           0.0048268,           0.0013214,            0.000793,            0.000793,            0.000793
                 188,            0.021164,            0.011166,           0.0035525,             0.92083,             0.93535,             0.97298,              0.7672,            0.012516,           0.0049074,           0.0014468,           0.0007435,           0.0007435,           0.0007435
                 189,            0.020948,            0.011023,           0.0035798,             0.91047,             0.93898,             0.97263,             0.76413,            0.012505,           0.0049308,           0.0015713,            0.000694,            0.000694,            0.000694
                 190,            0.021702,            0.011313,            0.001826,             0.92883,             0.94951,             0.97555,             0.76983,            0.012184,           0.0048596,           0.0014916,           0.0006445,           0.0006445,           0.0006445
                 191,            0.020415,            0.011202,           0.0029103,             0.92557,             0.95574,             0.97673,             0.77529,            0.012222,           0.0048122,           0.0014004,            0.000595,            0.000595,            0.000595
                 192,            0.021218,             0.01158,           0.0023892,             0.93286,             0.92935,             0.97435,             0.77326,            0.012134,           0.0048901,           0.0015042,           0.0005455,           0.0005455,           0.0005455
                 193,            0.020647,            0.011524,           0.0027021,             0.93967,             0.92626,             0.97348,             0.76595,            0.012189,           0.0048927,            0.001588,            0.000496,            0.000496,            0.000496
                 194,            0.020364,            0.010989,           0.0031699,             0.92655,              0.9269,             0.97031,             0.77377,            0.012209,           0.0048569,            0.001774,           0.0004465,           0.0004465,           0.0004465
                 195,            0.021175,            0.010995,           0.0033676,             0.90715,             0.94107,             0.96869,             0.76922,            0.012161,           0.0048959,           0.0018269,            0.000397,            0.000397,            0.000397
                 196,            0.021183,            0.011039,           0.0033762,              0.9325,             0.91089,             0.96901,             0.76871,            0.012243,            0.004926,            0.001875,           0.0003475,           0.0003475,           0.0003475
                 197,            0.020947,            0.011459,           0.0029745,             0.90564,             0.93285,             0.96842,             0.76794,            0.012285,           0.0048966,           0.0018407,            0.000298,            0.000298,            0.000298
                 198,            0.020014,             0.01107,           0.0029236,             0.93742,             0.90589,             0.96896,             0.76852,            0.012287,            0.004904,           0.0017481,           0.0002485,           0.0002485,           0.0002485
                 199,            0.020001,            0.010697,           0.0024972,             0.92814,             0.91403,             0.96854,             0.76698,             0.01221,           0.0048944,           0.0017941,            0.000199,            0.000199,            0.000199
